Date,Close,High,Low,Open,Volume
2020-07-29,15.316483497619629,15.553743335003507,14.859537365743819,14.938623542093763,51515104
2020-07-30,15.26375961303711,15.509807540986655,15.035286537083959,15.413145200839425,29467466
2020-07-31,14.727727890014648,15.509809559820987,14.675003327162566,15.465871769943783,39475898
2020-08-03,14.841962814331055,15.149523371165788,14.692575921725423,14.710150773306435,20692525
2020-08-04,14.921049118041992,15.03528630844846,14.806813235969608,14.938623969771136,13729678
2020-08-05,15.21103572845459,15.474658520036694,15.079223678496456,15.105586611821746,30344529
2020-08-06,15.413145065307617,15.536169028200607,15.184671991363489,15.281334330660743,24847311
2020-08-07,15.659194946289062,15.720706276109468,15.43072055457286,15.483445112276412,35740137
2020-08-10,16.124927520751953,16.22158855352355,15.536169318867627,15.773430477338657,35754956
2020-08-11,16.388547897338867,16.564296393244195,16.151286773699713,16.344610119195575,45915113
2020-08-12,16.581872940063477,16.678533968538133,16.256737535192595,16.537935157422954,36394074
2020-08-13,16.370975494384766,16.78398386731928,16.30067608551641,16.643385049582573,32408685
2020-08-14,16.36219024658203,16.5906646732897,16.08099387076459,16.46763937813895,26060461
2020-08-17,16.652172088623047,16.85428222231486,16.432485795479035,16.55550975330615,24721190
2020-08-18,16.687320709228516,16.819131429904047,16.546721909396506,16.713683638363992,15069456
2020-08-19,17.161842346191406,17.33759085302217,16.748832700972102,16.766407551655178,36997760
2020-08-20,17.091543197631836,17.434253445215365,16.810345582520846,17.038818644798525,26217443
2020-08-21,16.889436721801758,17.33759486372557,16.80156244805843,17.240932508440757,17463617
2020-08-24,16.819133758544922,16.977307430255376,16.59944875755858,16.959732577843102,16327876
2020-08-25,16.581872940063477,16.95973159076849,16.520360306033556,16.907007036600298,15252459
2020-08-26,16.907011032104492,17.346383729007062,16.467639643536288,16.60823848787811,41505532
2020-08-27,16.889436721801758,17.15305823469743,16.766411430226793,16.907010268216116,19327351
2020-08-28,18.89296531677246,19.22688749446425,17.557276606005292,17.592426308920217,262462205
2020-08-31,17.073970794677734,18.39208480449585,16.889435487470305,18.277848911145384,111356381
2020-09-01,16.959732055664062,17.469402759927544,16.344612240173657,17.276079389344844,43366542
2020-09-02,17.276081085205078,17.443042848537445,16.87185945248919,17.328805645994105,39261382
2020-09-03,17.030033111572266,17.434256052069706,16.942158843710697,17.30244399611024,24569634
2020-09-04,16.467634201049805,16.827919274770156,16.39733480211256,16.696107247595855,26982736
2020-09-07,16.476423263549805,16.977305856708035,16.370974158849755,16.59066044780853,31332574
2020-09-08,15.764640808105469,16.511572604239554,15.685554635475945,16.458848053041876,36036775
2020-09-09,16.116140365600586,16.274314044216077,15.123161815125986,15.580107997792961,52565819
2020-09-10,15.729493141174316,16.300676507171747,15.527382989616807,16.19522739114153,29164708
2020-09-11,15.782219886779785,15.922817407652202,15.597683269278956,15.738282098485598,16650098
2020-09-14,15.755854606628418,16.089776776284598,15.676767122805991,15.993115749761667,22499974
2020-09-15,15.747065544128418,15.922814043504852,15.553742194814342,15.922814043504852,13983439
2020-09-16,15.949180603027344,16.64338667941667,15.76464398250977,15.922817667953012,118293905
2020-09-17,15.501020431518555,16.09856543681519,15.395571312936797,15.808581014882444,52229444
2020-09-18,15.272544860839844,15.641616715934939,15.184670609626727,15.588892165207069,29503135
2020-09-21,14.639853477478027,15.351634351342563,14.50804142923103,15.351634351342563,37078259
2020-09-22,14.253206253051758,14.710152446121233,14.042308010096614,14.61349140560057,39261652
2020-09-23,14.0950345993042,14.44653172148136,13.936860894324475,14.376232297045927,28268930
2020-09-24,13.330528259277344,13.901710396364072,13.286590467321414,13.831410975902054,38643064
2020-09-25,13.936856269836426,14.007155670945309,13.339311360410903,13.497485012905894,29635419
2020-09-28,14.35865592956543,14.499254763637063,14.042308552904258,14.068671488459826,23796117
2020-09-29,14.543191909790039,14.64864103067673,14.270781026665645,14.490467349346693,33691916
2020-09-30,14.455315589904785,14.578339546804681,14.21805444743083,14.578339546804681,23469831
2020-10-01,14.516830444335938,14.736516789246693,14.464105878557477,14.587129865373884,13396172
2020-10-05,14.675003051757812,14.780452175483019,14.525617447314229,14.666216278947836,18699368
2020-10-06,14.587124824523926,14.789236244331867,14.516825427779233,14.75408654595952,11352456
2020-10-07,14.428954124450684,14.65742588141447,14.341078560232862,14.587126476707446,12483841
2020-10-08,14.499253273010254,15.00892399412213,14.402592238690588,14.464103568105987,46536004
2020-10-09,14.332289695739746,14.745297983911216,14.297139998519457,14.595912424891912,17526205
2020-10-12,14.191693305969238,14.472890931268104,14.130180671268075,14.34986697019985,13690348
2020-10-13,13.928070068359375,14.182904753631842,13.866557435706968,14.130180200644363,19288040
2020-10-14,14.051093101501465,14.358652319540065,13.699596104695098,13.796257124649879,50393480
2020-10-15,14.191693305969238,14.499252554472838,14.042306413362178,14.059881264943359,26825520
2020-10-16,14.59591293334961,14.692573949905727,14.218053020901595,14.288352417791096,21961054
2020-10-19,14.859539985656738,14.903476467301218,14.525617753488431,14.692578215405447,17853338
2020-10-20,14.701363563537598,14.938623398643148,14.578339606137007,14.841962371995415,17591713
2020-10-21,14.982563018798828,15.052862431653406,14.675002433392958,14.701365367380522,21301012
2020-10-22,15.219820976257324,15.290120380304703,14.701363525574926,14.88589880703228,19130043
2020-10-23,14.912262916564941,15.325271293825512,14.833175426592582,15.325271293825512,34048189
2020-10-26,14.648639678955078,14.929837308705059,14.490466012220715,14.912262456845685,14988461
2020-10-27,14.516830444335938,14.63985573948669,14.341081891741071,14.587129865373884,18250693
2020-10-28,14.253206253051758,14.595916552020975,14.13018227799459,14.516829056745687,13623611
2020-10-29,14.200478553771973,14.270777952553022,13.9544306580383,14.130179154990923,12555356
2020-10-30,14.490467071533203,14.736515015551548,14.200481340487345,14.288355606208183,26444101
2020-11-02,14.789238929748535,14.99134907792156,14.376229244712587,14.53440291610918,32248007
2020-11-03,15.017712593078613,15.254972455207959,14.938625100146043,14.94741318084263,29723217
2020-11-04,15.000134468078613,15.202244580004205,14.80681112659879,15.167094881553329,13825731
2020-11-05,15.896454811096191,15.957966140952614,15.088011592501674,15.088011592501674,55894979
2020-11-06,15.887664794921875,15.993115205877025,15.56253071600695,15.922814495795595,23024711
2020-11-09,16.397336959838867,16.441274744123387,15.834941694335283,16.028265066852143,41586734
2020-11-10,16.520360946655273,16.76640887564801,16.256738165591624,16.520360946655273,33590220
2020-11-11,15.949180603027344,16.247953119975687,15.501021173437701,16.247953119975687,89391302
2020-11-12,16.00190544128418,16.151291048171952,15.782220417429388,16.080992939539207,32887379
2020-11-13,16.283100128173828,16.388549234319584,15.817365921863068,15.9755395810817,28955582
2020-11-14,16.520360946655273,16.564298730999603,16.265526245794135,16.388550210290504,11176818
2020-11-17,16.880645751953125,17.065181041072655,16.432486378375835,16.687322382795763,65325294
2020-11-18,17.15305519104004,17.21456782591265,16.696109048655774,16.871857564957416,55650871
2020-11-19,16.907011032104492,17.399108295635248,16.83671160993358,17.117909298617228,60237074
2020-11-20,16.4237003326416,16.959732680286702,16.28310151249415,16.810347088047102,40914757
2020-11-23,16.441274642944336,16.590661538591455,16.186438635664224,16.52036082250203,22986696
2020-11-24,16.397336959838867,16.502787380454897,16.19522681546557,16.45006151597983,62540159
2020-11-25,16.36219024658203,16.75762514408765,16.309465680803573,16.406128038897922,37580718
2020-11-26,16.93337059020996,16.986095146315957,16.31825076897332,16.43248665303593,36634014
2020-11-27,16.942155838012695,17.355165477857387,16.827919964226286,17.021243319224354,49487320
2020-12-01,17.443042755126953,17.56606672964254,16.854284508635256,17.04760789715975,40305891
2020-12-02,18.13724708557129,18.365721467657732,17.574851827103963,17.70666386997429,100901303
2020-12-03,18.585405349731445,18.83145326059471,18.27784611531937,18.436018463968885,57673031
2020-12-04,18.778730392456055,18.94569083563456,18.198760264834586,18.646918345647748,47315824
2020-12-07,19.218103408813477,19.464151363605474,18.857818249415214,18.97205545402148,58014780
2020-12-08,18.945690155029297,19.341124972914482,18.67328060752384,19.21810101086884,29936035
2020-12-09,18.813880920410156,19.218102542197723,18.769943133440066,19.059928864106936,20922626
2020-12-10,18.945690155029297,19.015989561912523,18.312995493080265,18.81387942129029,21808908
2020-12-11,19.481725692749023,19.991396442517967,18.998417877307645,19.024779503301,64262979
2020-12-14,20.501070022583008,20.694393437115863,19.771714158285345,19.771714158285345,106077964
2020-12-15,20.20229148864746,20.68559922764985,19.859582554930714,20.588938203182973,41871617
2020-12-16,20.140783309936523,21.230422912683768,20.017759336104746,20.632877896929422,107039902
2020-12-17,20.316530227661133,20.720750515472808,20.10563200358507,20.14078170759775,42376000
2020-12-18,20.334102630615234,20.42197688571729,19.903519434782186,20.32531585927204,34807171
2020-12-21,19.16537857055664,20.791053188287286,18.822668270016678,20.316532139463337,51077993
2020-12-22,19.54323387145996,19.798069859382508,18.936902179794796,19.262037570132666,55038590
2020-12-23,19.622323989868164,19.77171089423987,19.112653253875926,19.718986335344123,42503924
2020-12-24,19.921092987060547,20.281378063657442,19.279610312469565,19.74534448831424,56924224
2020-12-28,20.378040313720703,20.56257690270903,19.929882269035954,20.070481076518856,22006133
2020-12-29,20.000181198120117,20.65923878983505,19.89473339644653,20.553789679827386,28544621
2020-12-30,20.36925506591797,20.545002280082414,19.806859793922555,20.158355530585567,30683663
2020-12-31,20.11441993713379,20.71196493986063,20.0353324443705,20.562579343346005,64065960
2021-01-01,20.44833755493164,20.562574728097267,20.140778350255967,20.19350289748613,24807446
2021-01-04,21.511621475219727,21.64343221913404,20.650453674421204,20.74711471218048,78445478
2021-01-05,21.25678062438965,21.51161659031205,20.993157888090895,21.502828511601816,36748957
2021-01-06,21.6610050201416,22.214612185470067,21.30950799189049,21.44131872331763,78055512
2021-01-07,22.487022399902344,22.618834435931813,22.021289504822,22.14431215289294,74045526
2021-01-08,22.056440353393555,22.75943442654286,21.968564785915802,22.75943442654286,44502912
2021-01-11,22.63640785217285,22.882455763609514,21.722516918027836,22.179461730933337,51582052
2021-01-12,22.39914894104004,22.93518390680043,22.29370244231308,22.548537150351187,33239830
2021-01-13,22.161888122558594,22.653983943968814,21.766453326186944,22.55732161059623,32951501
2021-01-14,22.047651290893555,22.258549515955913,21.889478930430897,22.16188979197016,19886543
