Date,Close,High,Low,Open,Volume
2020-08-04,51.78823471069336,52.0274895724574,49.9611803866538,50.483197330185824,25885045
2020-08-05,53.04975128173828,53.680521139269786,51.85346739755994,51.85346739755994,30054458
2020-08-06,53.39778137207031,54.33305885824954,52.157996480568464,53.18027513430221,20522255
2020-08-07,53.419532775878906,55.09433012575121,53.28902770700292,54.33305830136546,21422669
2020-08-10,54.46355056762695,54.985567433350354,52.89750660821912,53.07151223012692,10985135
2020-08-11,54.6375617980957,55.50758667806182,54.26780188788641,55.11607481830076,12100883
2020-08-12,53.68052291870117,55.72508288894491,53.245510582761746,53.98503022630648,13873963
2020-08-13,54.137290954589844,54.76806091545737,53.68052993349388,53.941536705388884,10697595
2020-08-14,53.354270935058594,54.59405559760241,52.723500970689855,54.39830134731488,9152714
2020-08-17,55.659820556640625,55.8338294533547,53.680516650563,53.941523357873415,23291926
2020-08-18,55.159576416015625,56.44286173287132,52.244991198403646,56.11660241649634,26536471
2020-08-19,56.13835525512695,56.4428626276852,55.09432476239926,55.15957729048501,11989907
2020-08-20,56.094844818115234,56.92137231901034,55.725088279455576,56.116596764568655,11240627
2020-08-21,56.85612106323242,57.57389552748753,56.16010518494697,56.725616011753075,13280472
2020-08-24,56.02959060668945,57.204122594771235,55.42057266814007,56.921367229445416,20943369
2020-08-25,56.573368072509766,56.89962739629844,55.681591259934784,56.05135448200046,8462854
2020-08-26,56.094844818115234,56.660362237093544,55.68158438654874,56.660362237093544,8376333
2020-08-27,55.6163444519043,56.24711453410344,54.855072618095605,56.24711453410344,21935103
2020-08-28,56.05134201049805,57.13887284781651,55.55107384267468,55.89908503816888,26542894
2020-08-31,55.96434020996094,58.574414498265604,54.96381372410613,56.508105686691074,51178643
2020-09-01,57.421630859375,57.68264092747686,55.52932777892177,56.029592650942504,16224080
2020-09-02,57.03013610839844,58.03065945526306,56.22536040303686,57.61739894619767,15591382
2020-09-03,55.89910125732422,56.856127344293824,55.07257691736955,55.290083147942795,29493296
2020-09-04,54.78981399536133,56.02960207063563,54.42005409522752,55.29007895148657,11792674
2020-09-07,55.63808822631836,56.42110857754293,54.59405777247093,55.11607133995399,12132815
2020-09-08,54.61579895019531,55.725081710943435,54.37654084293413,55.52932417258047,7909393
2020-09-09,55.659820556640625,56.116584783594114,53.33250549489554,53.941523357873415,24847781
2020-09-10,56.74736404418945,57.095375278199484,55.70333697992154,56.13834936299353,18848222
2020-09-11,57.37813186645508,57.639141956836255,55.37707884532797,56.856118323455064,21976592
2020-09-14,56.39936447143555,57.57390345878994,55.89910278257243,57.421646438128874,8192101
2020-09-15,57.22589111328125,57.79140864548196,55.920853717939664,56.16011190130497,11137049
2020-09-16,58.42217254638672,58.726679929580065,57.37813869831409,57.63914881977303,20434371
2020-09-17,58.42217254638672,58.726679929580065,57.900158941231965,58.29166748565725,6774794
2020-09-18,56.96487808227539,59.1616922469386,56.42111252853515,59.031187186488324,16354162
2020-09-21,56.094844818115234,58.24815476176138,55.29007258255461,57.1606238167116,15900222
